,DEGREE,EDGE_PO_BIN,EDGE_PO_CLIENT,EDGE_PO_NONE,EDGE_PO_READ,EDGE_PO_RaW,EDGE_PO_SERVER,EDGE_PO_WRITE,EXTERNAL,GID_STS,HIDE,NEIGH_DEGREE,NEIGH_DIST,NEIGH_FILE,NEIGH_PROCESS,NEIGH_SOCKET,NEIGH_WEB_CONN,NODE_FILE,NODE_PROCESS,NODE_SOCKET,SHOW,SUSPICIOUS,UID_STS,VERSION,WEB_CONN
0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,23,15.601217246014924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,10.0,0.0
1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,43,17.913382491690257,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,24.537145588645473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,2.0,0.0
3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,52,17.858112163312292,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,1.0
4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,43,17.98980770072166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.78125417269477,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8,14.915415011427752,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
7,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,23,17.42867286898004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,24.0,0.0
8,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,19.491130597903858,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,24.0,0.0
9,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,117,16.369968145713383,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
10,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,18.643398092455058,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
11,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,73,17.207914860232744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,2.0,0.0
12,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,11,14.775426136695641,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,2.0,1.0
13,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,23,18.03610205797547,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
14,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.241385130914153,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
15,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,108,26.0805877186206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0
16,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,24.53996390616936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,2.0,0.0
17,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.5884908634886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
18,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.82214526123067,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
19,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,35,17.064438228556646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,33.0,0.0
20,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5,13.910327889065899,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,44.0,0.0
21,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.839511503750888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0
22,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,22,16.52149001655833,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,10.0,1.0
23,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,107,25.693787175893643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
24,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,43,18.348884697238294,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0
25,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.679210646519405,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
26,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,108,25.04148707302937,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
27,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,62,19.444713369750996,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
28,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,14,16.703173595030766,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,12.0,0.0
29,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,58,17.572674609464936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
30,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.850497194211673,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
31,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,16.99824010675047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,12.0,0.0
32,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.600335772115283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
33,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.85492586465936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
34,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,107,26.16204486145068,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
35,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,14.653709577734725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,10.0,0.0
36,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.588075434949605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
37,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,44,19.200244124419193,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
38,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,43,17.87792915024613,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0
39,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,17.834819959351684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,12.0,0.0
40,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,14,16.345750132710116,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,18.0,0.0
41,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,221,18.60074731016508,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
42,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,221,17.592407093594133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,4.0,0.0
43,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.569521993476563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
44,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.756392509724268,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
45,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,72,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
46,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,49,16.416421402950416,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,18.0,0.0
47,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.590207708353784,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
48,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,18.11654766603968,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
49,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,32,17.236411150216227,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,18.0,0.0
50,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,107,25.841959955552614,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
51,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,3,16.112728674470933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,0.0
52,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,17.834819959351684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
53,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,20.0,0.0
54,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,43,18.41388494472834,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0
55,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,52,17.858112163312292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,26.0,0.0
56,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,117,17.423064765636656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
57,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,35,16.56761719713007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,118.0,0.0
58,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,43,18.25490818596482,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,1.0
59,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,108,25.51143237310419,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
60,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,117,19.335840644677923,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0
61,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.59897929097256,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
62,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,108,26.513962674505418,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
63,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,73,18.503780791656773,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,4.0,1.0
64,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,8,15.778049254631265,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,64.0,0.0
65,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,18.609547807104097,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
66,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,18.67601139971714,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,6.0,0.0
67,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,17,17.338838842926073,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
68,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,65,17.481214855693583,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
69,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.598114266553,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
70,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,65,16.809870890837885,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
71,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,107,26.187804969511145,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
72,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,221,18.25370327817208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
73,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,43,18.914855666998612,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,22.0,0.0
74,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,46,17.37128735610442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,4.0,0.0
75,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,50.0,0.0
76,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,107,26.815281315952852,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
77,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,13,17.44340128961018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
78,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.590767187919525,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
79,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,10,15.050453692129631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,4.0,0.0
80,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,58,24.554727390659927,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
81,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,58,15.395968580554706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,44.0,0.0
82,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,221,19.413692132517067,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
83,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,16.81722187138207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
84,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,17.481065088774308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,26.0,0.0
85,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,17.781734131561077,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,28.0,0.0
86,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,49,18.22085445743217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,1.0
87,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.597504636702176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,4.0,0.0
88,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,73,18.748748288462334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0
89,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,10,15.050453692129631,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,4.0,0.0
90,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.07870015722977,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
91,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,65,18.31832613934719,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
92,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,19.331710746423067,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,14.0,0.0
93,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.588834382929857,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,3.0,0.0
94,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,58,16.200552396342893,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,114.0,0.0
95,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,35,16.56761719713007,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,32.0,0.0
96,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.487718935105086,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
97,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,35,17.974983795273843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,10.0,0.0
98,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,7,17.9741289500463,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,70.0,0.0
99,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,14.965680289462997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0
100,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,73,18.30125263089786,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,12.0,1.0
101,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,43,14.882748443851888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,8.0,0.0
102,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,23,16.859553547437418,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,67.0,0.0
103,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.669606018232,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
104,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,15.218068448015936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
105,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.57283871304398,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
106,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,117,18.520862339122363,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
107,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,117,17.423064765636656,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0
108,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,108,26.162065516657645,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0
109,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,16.25759581994338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0
110,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.592485638450245,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
111,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,49,17.73873121502739,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,10.0,0.0
112,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.597090151440998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,5.0,0.0
113,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,21.939934989554295,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
114,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.599749524084096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
115,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.952817321532528,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0
116,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,18,17.4777601385841,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,18.0,0.0
117,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,14.0,0.0
118,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,102,24.598335235568513,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
119,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,52,16.115809740254104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,20.0,0.0
120,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.623762698233346,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
121,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,17.629464930552317,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,4.0,0.0
122,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,211,19.368737897734036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,24.0,0.0
123,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,43,16.466327471835356,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,48.0,0.0
124,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,221,14.263799495583353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
125,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.61292290780394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
126,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,58,14.446551457092093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,58.0,0.0
127,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,132,24.616925815052507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
128,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,32,17.236411150216227,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,1.0
129,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,35,16.112044781314246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,118.0,0.0
130,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,11,16.296311875729984,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,2.0,1.0
131,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,34,18.579214757207364,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,1.0,8.0,0.0
132,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,29,17.502507466200147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,6.0,0.0
133,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,43,17.532728677051047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,8.0,0.0
134,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,7,17.9741289500463,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,70.0,0.0
135,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,65,18.040935325688157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,12.0,0.0
136,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,22.039313438558086,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
137,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,113,18.502346837836562,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,10.0,0.0
138,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,349,20.78403099665164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0
139,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,65,18.35843100422185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0
