EDGE_TYPE,EXTERNAL,GID_STS,LABEL,NEIGH_TYPE,NEIGH_WEB_CONN,NODE_TYPE,SUSPICIOUS,TIMESTAMP,UID_STS,UUID,VERSION,WEB_CONN
2,1,0,1,1,1,3,0,1498934319111902031,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:7fd3f90f-5e8c-11e7-92e3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934320113900327,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:806cdd05-5e8c-11e7-92e3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934319834990540,0,a4b43224-b384-420d-9a4c-2ceb1f436529:80424dca-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934320836424835,0,a4b43224-b384-420d-9a4c-2ceb1f436529:80db19d5-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934337122897966,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8a9054f7-5e8c-11e7-92e3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934337855212665,0,a4b43224-b384-420d-9a4c-2ceb1f436529:8b003fe6-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934342124906321,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8d8b7a70-5e8c-11e7-92e3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934343127333619,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8e246c81-5e8c-11e7-92e3-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934342859990610,0,a4b43224-b384-420d-9a4c-2ceb1f436529:8dfba48e-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934343860993779,0,a4b43224-b384-420d-9a4c-2ceb1f436529:8e9462d8-5e8c-11e7-a26e-080027d14c67,0,1
2,1,1,1,1,1,3,1,1498934356792219121,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:964953f3-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934360134903641,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9847b324-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934360866983014,0,a4b43224-b384-420d-9a4c-2ceb1f436529:98b7634d-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934365139898508,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9b43463d-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934366142896152,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9bdc54d3-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934365870035024,0,a4b43224-b384-420d-9a4c-2ceb1f436529:9bb2af77-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934366871992997,0,a4b43224-b384-420d-9a4c-2ceb1f436529:9c4b9557-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934383157954185,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a600e704-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934383878986573,0,a4b43224-b384-420d-9a4c-2ceb1f436529:a66ebc65-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934388161892860,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a8fc2978-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934389164893199,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a995329b-5e8c-11e7-92eb-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934388881985976,0,a4b43224-b384-420d-9a4c-2ceb1f436529:a96a0772-5e8c-11e7-a26e-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934389884986195,0,a4b43224-b384-420d-9a4c-2ceb1f436529:aa0315f5-5e8c-11e7-a26e-080027d14c67,0,1
2,1,1,1,1,1,3,1,1498934400001893863,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b00b081e-5e8c-11e7-92ed-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934400001984265,1,a4b43224-b384-420d-9a4c-2ceb1f436529:b00b05dc-5e8c-11e7-a270-080027d14c67,0,1
2,1,1,1,1,1,3,1,1498934405101850655,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b3156301-5e8c-11e7-92ee-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934405101850655,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b315843e-5e8c-11e7-92ee-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934405106397475,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b31663a7-5e8c-11e7-92ee-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934405106397475,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b3167b46-5e8c-11e7-92ee-080027d14c66,0,1
2,1,1,1,1,1,3,1,1498934405114754986,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b316cf55-5e8c-11e7-92ee-080027d14c66,0,1
3,1,0,1,1,1,3,0,1498934404659631531,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,0,1
3,1,0,1,1,1,3,0,1498934404759683723,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,1,1
4,1,1,1,1,1,3,0,1498934404759683723,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,1,1
3,1,0,1,1,1,3,0,1498934404806965810,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,2,1
4,1,1,1,1,1,3,0,1498934404806965810,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,2,1
4,1,0,1,1,1,3,0,1498934404806965810,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,2,1
2,1,0,1,1,1,3,0,1498934406172891443,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b3b883a2-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934406894853703,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b4268971-5e8c-11e7-a270-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934411176891641,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b6b3f983-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934412178893405,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b74cdaf6-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934411897988057,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b7220143-5e8c-11e7-a270-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934412899984516,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b7bae577-5e8c-11e7-a270-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934429189891417,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c170a963-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934429917912492,0,a4b43224-b384-420d-9a4c-2ceb1f436529:c1dfd1d5-5e8c-11e7-a270-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934434193894392,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c46c177c-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934435196891325,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c505226f-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934434920982041,0,a4b43224-b384-420d-9a4c-2ceb1f436529:c4db0847-5e8c-11e7-a270-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934435922986835,0,a4b43224-b384-420d-9a4c-2ceb1f436529:c573eda8-5e8c-11e7-a270-080027d14c67,0,1
2,1,1,1,1,1,3,0,1498934450070952746,0,a4b43224-b384-420d-9a4c-2ceb1f436529:cde3608c-5e8c-11e7-a270-080027d14c67,0,1
3,1,0,1,1,1,3,0,1498934450091311503,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,3,1
4,1,1,1,1,1,3,0,1498934450091311503,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,3,1
3,1,0,1,1,1,3,0,1498934450121880109,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,4,1
4,1,1,1,1,1,3,0,1498934450121880109,1,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,4,1
4,1,1,1,1,1,3,0,1498934450121880109,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,4,1
2,1,0,1,1,1,3,0,1498934452212783737,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cf299a19-5e8c-11e7-92ee-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934452930975905,0,a4b43224-b384-420d-9a4c-2ceb1f436529:cf973bbd-5e8c-11e7-a272-080027d14c67,0,1
2,1,1,1,1,1,3,0,1498934454033025013,1,a4b43224-b384-420d-9a4c-2ceb1f436529:d03f41a2-5e8c-11e7-a272-080027d14c67,0,1
2,1,1,1,1,1,3,0,1498934454037057692,1,a4b43224-b384-420d-9a4c-2ceb1f436529:d03fdc2e-5e8c-11e7-a272-080027d14c67,0,1
3,1,0,1,1,1,3,0,1498934454037057692,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,5,1
4,1,1,1,1,1,3,0,1498934454037057692,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,5,1
3,1,0,1,1,1,3,0,1498934454037057692,0,a4b43224-b384-420d-9a4c-2ceb1f436529:b2d182ee-5e8c-11e7-a270-080027d14c67,5,1
2,1,0,1,1,1,3,0,1498934457214902033,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d224ce19-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934458215912810,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d2bd8c05-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934457933942974,0,a4b43224-b384-420d-9a4c-2ceb1f436529:d2928692-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934458935998318,0,a4b43224-b384-420d-9a4c-2ceb1f436529:d32b70a3-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934475224640949,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:dce1c5f8-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934475943983323,0,a4b43224-b384-420d-9a4c-2ceb1f436529:dd4ec26d-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934480233891482,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:dfdd394a-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934481235888213,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e07620df-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934480947983511,0,a4b43224-b384-420d-9a4c-2ceb1f436529:e04a32d8-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934481949980772,0,a4b43224-b384-420d-9a4c-2ceb1f436529:e0e316e0-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934498243882176,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ea997571-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934498957987404,0,a4b43224-b384-420d-9a4c-2ceb1f436529:eb0668c0-5e8c-11e7-a272-080027d14c67,0,1
2,1,0,1,1,1,3,0,1498934503246879853,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ed94bbd5-5e8c-11e7-92ef-080027d14c66,0,1
2,1,0,1,1,1,3,0,1498934504248888573,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ee2da347-5e8c-11e7-92ef-080027d14c66,0,1
