,EDGE_TYPE,EXTERNAL,GID_STS,HIDE,NEIGH_TYPE,NEIGH_WEB_CONN,NODE_TYPE,SHOW,SUSPICIOUS,TIMESTAMP,UID_STS,UUID,VERSION,WEB_CONN
1268,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1269,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1270,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1271,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1272,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1273,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1274,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1275,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,1
1276,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1277,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1278,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1279,2,1,1,0,2,1,1,1,1,1498934261149290941,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d47962a-5e8c-11e7-92da-080027d14c66,0,0
1280,2,1,0,0,2,1,1,1,1,1498934245058895976,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:868ae7b1-5e8a-11e7-9101-080027d14c66,0,0
1281,2,1,0,0,2,1,1,1,1,1498934245058895976,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:868ae7b1-5e8a-11e7-9101-080027d14c66,0,0
1282,2,1,0,0,2,1,1,1,1,1498934245058895976,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:868ae7b1-5e8a-11e7-9101-080027d14c66,0,0
1283,2,1,0,0,2,1,1,1,1,1498934245058895976,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:868ae7b1-5e8a-11e7-9101-080027d14c66,0,0
1284,2,1,1,0,2,1,1,1,1,1498934261510198747,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d7eeb3d-5e8c-11e7-92db-080027d14c66,0,0
1285,2,1,1,0,2,1,1,1,1,1498934261510198747,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d7eeb3d-5e8c-11e7-92db-080027d14c66,0,0
1286,2,1,1,0,2,1,1,1,1,1498934261510198747,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d7eeb3d-5e8c-11e7-92db-080027d14c66,0,0
1287,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1288,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1289,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1290,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1291,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1292,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1293,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1294,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1295,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1296,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1297,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1298,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1299,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1300,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1301,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1302,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1303,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1304,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1305,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1306,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1307,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1308,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1309,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1310,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1311,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1312,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1313,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1314,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1315,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1316,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1317,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1318,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1319,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1320,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1321,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1322,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1323,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,0
1324,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1325,2,1,0,0,2,1,1,1,1,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5d886ed6-5e8c-11e7-92dc-080027d14c66,1,1
1326,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1327,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1328,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1329,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1330,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1331,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1332,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1333,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1334,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1335,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1336,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1337,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1338,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1339,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1340,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1341,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1342,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1343,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1344,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1345,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1346,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1347,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1348,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1349,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,0
1350,2,1,1,0,2,1,1,1,1,1498934262167909089,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5de37c1a-5e8c-11e7-92e1-080027d14c66,0,1
1351,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1352,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1353,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1354,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1355,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1356,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1357,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1358,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1359,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1360,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1361,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1362,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1363,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1364,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1365,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1366,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1367,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1368,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1369,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1370,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1371,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1372,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1373,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1374,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1375,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1376,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1377,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1378,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1379,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1380,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1381,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1382,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1383,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1384,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1385,2,1,1,0,2,1,1,1,1,1498934262512791456,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e17beaf-5e8c-11e7-92e1-080027d14c66,0,0
1386,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1387,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1388,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1389,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1390,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1391,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1392,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1393,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1394,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1395,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1396,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1397,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1398,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1399,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1400,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1401,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1402,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1403,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1404,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1405,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1406,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1407,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1408,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1409,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1410,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1411,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1412,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1413,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1414,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1415,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1416,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1417,2,1,1,0,2,1,1,1,1,1498934262639855280,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e2ba740-5e8c-11e7-92e1-080027d14c66,0,0
1418,2,1,1,0,2,1,1,1,1,1498934262786805200,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e41cc5b-5e8c-11e7-92e1-080027d14c66,0,0
1419,2,1,1,0,2,1,1,1,1,1498934262786805200,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5e41cc5b-5e8c-11e7-92e1-080027d14c66,0,0
