,EDGE_TYPE,EXTERNAL,GID_STS,HIDE,NEIGH_TYPE,NEIGH_WEB_CONN,NODE_TYPE,SHOW,SUSPICIOUS,TIMESTAMP,UID_STS,UUID,VERSION,WEB_CONN
2134,2,0,1,1,1,0,2,0,0,1498934261588994491,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,0,0
2135,2,0,1,1,1,0,2,0,0,1498934261601779781,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,2,0
2136,2,0,1,1,1,0,2,0,0,1498934261602886694,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,0,0
2137,1,0,0,1,1,0,2,0,0,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:21ca0748-6a39-ea55-b96a-b99355ea9099,0,0
2138,1,0,0,1,1,0,2,0,0,1498934261607119729,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:21ca0748-6a39-ea55-b96a-b99355ea9099,0,0
2139,2,1,0,1,1,0,2,0,0,1498934261736768754,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:31937015-2718-8d52-9827-7f0a828d14ad,21,1
2140,2,1,0,1,1,0,2,0,0,1498934261736768754,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:31937015-2718-8d52-9827-7f0a828d14ad,21,1
2141,2,1,0,1,1,0,2,0,0,1498934261736768754,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:31937015-2718-8d52-9827-7f0a828d14ad,21,1
2142,2,1,0,1,1,0,2,0,0,1498934261760966012,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0ea6666-bf7c-4a59-bcbf-d87f194af337,14,0
2143,2,1,0,1,1,0,2,0,0,1498934261760966012,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0ea6666-bf7c-4a59-bcbf-d87f194af337,14,0
2144,2,1,0,1,1,0,2,0,0,1498934261760966012,0,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0ea6666-bf7c-4a59-bcbf-d87f194af337,14,0
2145,1,0,0,1,1,0,2,0,0,1498934261777009647,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5da634f3-5e8c-11e7-92dc-080027d14c66,0,0
2146,1,0,0,1,1,0,2,0,0,1498934261777009647,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:5da634f3-5e8c-11e7-92dc-080027d14c66,0,0
2147,2,0,0,1,1,0,2,0,0,1498934261778956416,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,6,0
2148,2,0,0,1,1,0,2,0,0,1498934261780789078,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,6,0
2149,2,0,0,1,1,0,2,0,0,1498934261780789078,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,6,0
2150,2,0,0,1,1,0,2,0,0,1498934261780789078,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,2,0
2151,2,0,0,1,1,0,2,0,0,1498934261780789078,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,2,0
2152,2,0,0,1,1,0,2,0,0,1498934261780789078,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,6,0
2153,2,0,0,1,1,0,2,0,0,1498934261790813765,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,2,0
2154,2,0,0,1,1,0,2,0,0,1498934261790813765,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,2,0
2155,1,0,0,1,1,0,2,0,0,1498934261803033641,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:05f3bfbe-7c99-bd5e-997c-d94f9ebd08ce,0,0
2156,1,0,0,1,1,0,2,0,0,1498934261803033641,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:05f3bfbe-7c99-bd5e-997c-d94f9ebd08ce,0,0
2157,2,0,0,1,1,0,2,0,0,1498934261804927189,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,8,0
2158,2,0,0,1,1,0,2,0,0,1498934261806145492,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,8,0
2159,2,0,0,1,1,0,2,0,0,1498934261806145492,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,8,0
2160,2,0,0,1,1,0,2,0,0,1498934261806145492,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,8,0
2161,2,0,0,1,1,0,2,0,0,1498934261806145492,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,8,0
2162,2,0,0,1,1,0,2,0,0,1498934261806145492,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d6a8ece6-aaff-9c55-bfaa-d6a8e59c4d59,4,0
2163,2,0,0,1,1,0,2,0,0,1498934261814890628,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0ea6666-bf7c-4a59-bcbf-d87f194af337,18,0
2164,2,0,0,1,1,0,2,0,0,1498934261815865620,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a69e5e9c-7596-015e-9675-e3edae017477,0,0
2165,2,0,0,1,1,0,2,0,0,1498934261815865620,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:a69e5e9c-7596-015e-9675-e3edae017477,0,0
2166,2,0,1,1,1,0,2,0,0,1498934261851924412,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,6,0
2167,2,0,1,1,1,0,2,0,0,1498934261851924412,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,6,0
2168,2,0,1,1,1,0,2,0,0,1498934261854001831,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,12,0
2169,2,0,1,1,1,0,2,0,0,1498934261854001831,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,12,0
2170,1,0,1,1,1,0,2,0,0,1498934261854001831,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,2,0
2171,1,0,1,1,1,0,2,0,0,1498934261854001831,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,2,0
2172,2,0,1,1,1,0,2,0,0,1498934261854001831,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,10,0
2173,2,0,1,1,1,0,2,0,0,1498934261861874439,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,10,0
2174,2,0,1,1,1,0,2,0,0,1498934261862756788,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,4,0
2175,2,0,1,1,1,0,2,0,0,1498934261867162971,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,10,0
2176,2,0,1,1,1,0,2,0,0,1498934261872956615,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,4,0
2177,2,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,8,0
2178,2,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,8,0
2179,2,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,14,0
2180,2,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,14,0
2181,1,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,4,0
2182,1,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,4,0
2183,2,0,1,1,1,0,2,0,0,1498934261898895059,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,12,0
2184,2,0,1,1,1,0,2,0,0,1498934261911874741,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,12,0
2185,2,0,1,1,1,0,2,0,0,1498934261911874741,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,12,0
2186,2,0,1,1,1,0,2,0,0,1498934261911874741,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,6,0
2187,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,12,0
2188,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,12,0
2189,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,6,0
2190,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,6,0
2191,1,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ca4a43d9-cb14-a15d-94cb-4717cda1d74c,0,0
2192,1,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:ca4a43d9-cb14-a15d-94cb-4717cda1d74c,0,0
2193,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,14,0
2194,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,14,0
2195,2,0,1,1,1,0,2,0,0,1498934261917916945,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,14,0
2196,2,0,1,1,1,0,2,0,0,1498934261930786404,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:56e7664f-67df-0459-9f67-43af0904159c,2,0
2197,2,0,1,1,1,0,2,0,0,1498934261930786404,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:56e7664f-67df-0459-9f67-43af0904159c,2,0
2198,2,0,1,1,1,0,2,0,0,1498934261930786404,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,14,0
2199,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ce7ad18-6659-ec53-9966-4e1693ecb1d7,2,0
2200,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:9ce7ad18-6659-ec53-9966-4e1693ecb1d7,2,0
2201,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:78910953-cf67-9f57-a7cf-d8e5679f23a5,2,0
2202,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:78910953-cf67-9f57-a7cf-d8e5679f23a5,2,0
2203,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f062f129-c01f-4d5e-9fc0-31f56e4d5e8e,4,0
2204,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f062f129-c01f-4d5e-9fc0-31f56e4d5e8e,4,0
2205,2,0,1,1,1,0,2,0,0,1498934261939923777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:03b2e09f-18aa-065f-aa18-f30f9f0612af,4,0
2206,2,0,1,1,1,0,2,0,0,1498934261951814005,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1633500b-d34b-8058-8bd3-abb7d880915e,4,1
2207,2,0,1,1,1,0,2,0,0,1498934261951814005,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:1633500b-d34b-8058-8bd3-abb7d880915e,4,1
2208,2,0,1,1,1,0,2,0,0,1498934261951814005,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:d6a8ece6-aaff-9c55-bfaa-d6a8e59c4d59,6,0
2209,2,0,1,1,1,0,2,0,0,1498934261957757821,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:23c12527-8ba9-d158-a98b-381898d14800,0,0
2210,2,0,1,1,1,0,2,0,0,1498934261965827048,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:346ea9c3-f0e2-3c5d-a2f0-1fc6cd3c3754,0,0
2211,2,0,1,1,1,0,2,0,0,1498934262040230906,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,10,0
2212,2,0,1,1,1,0,2,0,0,1498934262041856088,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,16,0
2213,1,0,1,1,1,0,2,0,0,1498934262045311763,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,6,0
2214,1,0,1,1,1,0,2,0,0,1498934262045311763,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,6,0
2215,2,0,1,1,1,0,2,0,0,1498934262048916449,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,16,0
2216,2,0,1,1,1,0,2,0,0,1498934262050003399,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,16,0
2217,2,0,1,1,1,0,2,0,0,1498934262051061748,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,8,0
2218,2,0,1,1,1,0,2,0,0,1498934262051061748,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,8,0
2219,2,0,1,1,1,0,2,0,0,1498934262051061748,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,16,0
2220,2,0,1,1,1,0,2,0,0,1498934262063028950,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,8,0
2221,2,0,1,1,1,0,2,0,0,1498934262086167859,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:f36d3cef-9952-1c5e-9299-2403ee1c38dd,12,0
2222,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,18,0
2223,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e76c99c6-0fc5-9f59-850f-70fee99f795d,18,0
2224,1,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,8,0
2225,1,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,8,0
2226,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,18,0
2227,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,18,0
2228,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,18,0
2229,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,18,0
2230,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,10,0
2231,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,10,0
2232,2,0,1,1,1,0,2,0,0,1498934262095816565,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,18,0
2233,2,0,1,1,1,0,2,0,0,1498934262113788669,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,10,0
2234,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,11,0
2235,1,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,10,0
2236,1,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,10,0
2237,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,20,0
2238,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,20,0
2239,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,20,0
2240,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,20,0
2241,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,12,0
2242,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,12,0
2243,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,20,0
2244,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,20,0
2245,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,11,0
2246,2,0,1,1,1,0,2,0,0,1498934262115184072,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,11,0
2247,1,0,1,1,1,0,2,0,0,1498934262141868212,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8c070937-5a84-a35b-845a-13677ba3ce1a,0,0
2248,1,0,1,1,1,0,2,0,0,1498934262141868212,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:8c070937-5a84-a35b-845a-13677ba3ce1a,0,0
2249,2,0,1,1,1,0,2,0,0,1498934262141868212,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,22,0
2250,2,0,1,1,1,0,2,0,0,1498934262141868212,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,22,0
2251,2,0,1,1,1,0,2,0,0,1498934262141868212,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,22,0
2252,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,23,0
2253,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,22,0
2254,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,22,0
2255,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:346ea9c3-f0e2-3c5d-a2f0-1fc6cd3c3754,2,0
2256,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:346ea9c3-f0e2-3c5d-a2f0-1fc6cd3c3754,2,0
2257,1,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,12,0
2258,1,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,12,0
2259,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,24,0
2260,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,24,0
2261,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,23,0
2262,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,23,0
2263,2,0,1,1,1,0,2,0,0,1498934262147546387,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,14,0
2264,2,0,1,1,1,0,2,0,0,1498934262162759756,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,24,0
2265,2,0,1,1,1,0,2,0,0,1498934262166826777,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,14,0
2266,2,0,1,1,1,0,2,0,0,1498934262177937954,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:346ea9c3-f0e2-3c5d-a2f0-1fc6cd3c3754,9,1
2267,2,0,1,1,1,0,2,0,0,1498934262177937954,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:346ea9c3-f0e2-3c5d-a2f0-1fc6cd3c3754,9,1
2268,1,0,1,1,1,0,2,0,0,1498934262179005559,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,14,0
2269,1,0,1,1,1,0,2,0,0,1498934262179005559,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:0cc8ce27-6d04-bd50-846d-8af230bd521b,14,0
2270,2,0,1,1,1,0,2,0,0,1498934262179005559,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,26,0
2271,1,0,1,1,1,0,2,0,0,1498934262179005559,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b948b961-3961-b95f-a139-073f1fb9e6ea,0,0
2272,1,0,1,1,1,0,2,0,0,1498934262179005559,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b948b961-3961-b95f-a139-073f1fb9e6ea,0,0
2273,2,0,1,1,1,0,2,0,0,1498934262185802426,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:303c1df7-4a17-7d53-974a-da4ac37d088a,16,0
2274,2,0,1,1,1,0,2,0,0,1498934262189975760,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,26,0
2275,2,0,1,1,1,0,2,0,0,1498934262193702330,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:e4712f5f-f16e-9f5f-aef1-ef994f9f963d,16,0
2276,2,0,1,1,1,0,2,0,0,1498934262487917312,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cf2f1bd9-3e89-c156-893e-6cbc16c1bbb0,0,0
2277,2,0,1,1,1,0,2,0,0,1498934262487917312,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cf2f1bd9-3e89-c156-893e-6cbc16c1bbb0,0,0
2278,2,0,1,1,1,0,2,0,0,1498934262487917312,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:cf2f1bd9-3e89-c156-893e-6cbc16c1bbb0,0,0
2279,1,0,1,1,1,0,2,0,0,1498934262492783325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:609d8c14-77df-5a5f-9f77-c8b49f5a09b9,0,0
2280,1,0,1,1,1,0,2,0,0,1498934262492783325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:609d8c14-77df-5a5f-9f77-c8b49f5a09b9,0,0
2281,2,0,1,1,1,0,2,0,0,1498934262492783325,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:66820e25-f1cb-3d5b-8bf1-a0cc5b3d9463,30,0
2282,2,0,1,1,1,0,2,0,0,1498934262494921996,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:c8d278c3-a4f1-7b55-b1a4-c034f57b4705,30,0
2283,2,0,1,1,1,0,2,0,0,1498934262496176993,1,9f6fe421-76f2-4f2c-a07a-88cfe8f13738:b0c5725b-1166-dd54-a611-710fe4ddefdd,30,0
